Rx, 0.63281
Ry, 0.33784
Gx, 0.30499
Gy, 0.62993
Bx, 0.16265
By, 0.05679
Rgamma, 2.10318
Ggamma, 2.16379
Bgamma, 2.09705
RYmax, 7.17439
GYmax, 23.32931
BYmax, 1.35899
